0.37454,0.741894
0.950714,0.98878
0.731994,0.960053
0.598659,0.915853
0.156019,0.439702
0.155995,0.439667
0.0580836,0.304875
0.866176,0.981595
0.601115,0.916971
0.708073,0.954232
0.0205845,0.259808
0.96991,0.989977
0.832443,0.977603
0.212339,0.523039
0.181825,0.47775
0.183405,0.480092
0.304242,0.654348
0.524756,0.875256
0.431945,0.801687
0.291229,0.63666
0.611853,0.921701
0.139494,0.415678
0.292145,0.637917
0.366362,0.732482
0.45607,0.823493
0.785176,0.970556
0.199674,0.504245
0.514234,0.868269
0.592415,0.91295
0.0464504,0.290429
0.607545,0.919834
0.170524,0.46103
0.0650516,0.313718
0.948886,0.988659
0.965632,0.989722
0.808397,0.974252
0.304614,0.654847
0.0976721,0.356864
0.684233,0.947633
0.440152,0.809325
0.122038,0.39073
0.495177,0.854771
0.0343885,0.275886
0.90932,0.985697
0.25878,0.591005
0.662522,0.94085
0.311711,0.664314
0.520068,0.872183
0.54671,0.888813
0.184854,0.482242
0.969585,0.989958
0.775133,0.968802
0.939499,0.988017
0.894827,0.984431
0.5979,0.915505
0.921874,0.986712
0.0884925,0.344448
0.195983,0.498763
0.0452273,0.288934
0.32533,0.682111
0.388677,0.757648
0.271349,0.608924
0.828737,0.977116
0.356753,0.721149
0.280935,0.622398
0.542696,0.886435
0.140924,0.417743
0.802197,0.973312
0.0745506,0.325994
0.986887,0.99093
0.772245,0.968279
0.198716,0.502822
0.00552212,0.242973
0.815461,0.975284
0.706857,0.953915
0.729007,0.959367
0.77127,0.968101
0.0740447,0.325334
0.358466,0.72319
0.115869,0.382041
0.863103,0.981263
0.623298,0.926469
0.330898,0.689239
0.0635583,0.311811
0.310982,0.663348
0.325183,0.681921
0.729606,0.959505
0.637557,0.932036
0.887213,0.983723
0.472215,0.837005
0.119594,0.387279
0.713245,0.955555
0.760785,0.96612
0.561277,0.897082
0.770967,0.968045
0.493796,0.85375
0.522733,0.873937
0.427541,0.797495
0.0254191,0.265369
0.107891,0.370916
